Qiymet,Tarix,Baxısh,Elan,Emlak,Kategoriya,Mertebe,Sahe,Otag sayı,Çıxarısh,İpoteka,Adres,Umumi Mertebe sayi
61000,2024-11-07,139,294135,Bina evi menzil,Köhnə,2,42.0,1,var,,Sumqayıt 9-cu mikrorayon,5
103000,2024-11-07,90,292403,Bina evi menzil,Köhnə,1,80.0,3,var,,Sumqayıt 9-cu mikrorayon,5
159000,2024-11-07,136,293697,Bina evi menzil,Yeni,11,110.0,3,var,,Sumqayıt 3-cü mikrorayon,13
66500,2024-11-07,114,270410,Bina evi menzil,Köhnə,2,45.0,2,var,,Sumqayıt 4-cü mikrorayon,5
125000,2024-11-07,176,296455,Bina evi menzil,Yeni,11,84.0,2,var,,Sumqayıt 17-ci məhəllə,12
150000,2024-11-07,127,215413,Bina evi menzil,Yeni,16,141.0,4,yox,,Sumqayıt 8-ci mikrorayon,17
79000,2024-11-07,156,242694,Bina evi menzil,Yeni,12,63.0,2,yox,,Sumqayıt 8-ci mikrorayon,17
65500,2024-11-07,171,246780,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 11-ci mikrorayon,5
80000,2024-11-07,94,297736,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 42-ci məhəllə,5
52000,2024-11-07,115,297712,Bina evi menzil,Köhnə,5,31.0,1,var,,Sumqayıt 2-ci mikrorayon,5
84000,2024-11-07,117,297692,Bina evi menzil,Yeni,11,61.0,2,var,,Sumqayıt 18-ci mikrorayon,14
104000,2024-11-07,105,270500,Bina evi menzil,Köhnə,8,72.0,3,var,,Sumqayıt 13-cü mikrorayon,9
108000,2024-11-07,146,233326,Bina evi menzil,Yeni,1,93.0,3,var,,Sumqayıt 40-cı məhəllə,16
78500,2024-11-07,123,297673,Bina evi menzil,Köhnə,1,36.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
77000,2024-11-07,101,297667,Bina evi menzil,Köhnə,4,31.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
70000,2024-11-07,83,257527,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 1-ci mikrorayon,5
57000,2024-11-07,139,245885,Bina evi menzil,Köhnə,4,33.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
105000,2024-11-07,92,245928,Bina evi menzil,Yeni,16,93.0,3,var,,Sumqayıt 40-cı məhəllə,16
55000,2024-11-07,257,297426,Bina evi menzil,Köhnə,4,33.0,2,var,,Sumqayıt 9-cu mikrorayon,5
95000,2024-11-07,90,229927,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 36-cı məhəllə,5
64000,2024-11-07,131,297236,Bina evi menzil,Köhnə,2,42.0,1,var,,Sumqayıt 17-ci mikrorayon,5
72500,2024-11-07,128,297199,Bina evi menzil,Köhnə,1,58.0,2,var,,Sumqayıt 12-ci mikrorayon,5
135000,2024-11-07,199,297185,Bina evi menzil,Yeni,2,84.0,4,var,,Sumqayıt 17-ci mikrorayon,9
262000,2024-11-07,129,297154,Bina evi menzil,Yeni,12,117.0,3,yox,,Sumqayıt Corat köhnə,12
86000,2024-11-07,196,297119,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 10-cu mikrorayon,9
84000,2024-11-07,107,290352,Bina evi menzil,Yeni,10,61.0,2,var,,Sumqayıt 18-ci mikrorayon,15
70000,2024-11-07,159,276454,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 9-cu mikrorayon,9
110000,2024-11-07,209,297017,Bina evi menzil,Köhnə,3,64.0,3,var,,Sumqayıt 1-ci mikrorayon,5
106500,2024-11-07,99,296897,Bina evi menzil,Yeni,8,82.0,2,var,,Sumqayıt 10-cu mikrorayon,8
55000,2024-11-07,148,296816,Bina evi menzil,Köhnə,2,32.0,1,var,,Sumqayıt 5-ci mikrorayon,5
40000,2024-11-07,1346,293249,Bina evi menzil,Yeni,3,109.0,3,var,,Sumqayıt Sumqayıt şəh.,7
110000,2024-11-07,91,206214,Bina evi menzil,Köhnə,3,78.0,3,var,,Sumqayıt 17-ci mikrorayon,5
120000,2024-11-07,104,908992,Bina evi menzil,Yeni,11,107.0,3,var,,Sumqayıt 9-cu mikrorayon,13
130000,2024-11-07,121,190661,Bina evi menzil,Köhnə,3,88.0,4,var,,Sumqayıt 5-ci mikrorayon,5
100000,2024-11-07,120,150640,Bina evi menzil,Köhnə,1,90.0,4,var,,Sumqayıt 11-ci mikrorayon,5
104000,2024-11-07,111,160547,Bina evi menzil,Köhnə,3,70.0,3,var,,Sumqayıt 11-ci mikrorayon,5
109000,2024-11-07,109,296771,Bina evi menzil,Yeni,5,65.0,2,var,,Sumqayıt 16-cı məhəllə,16
71000,2024-11-07,94,260694,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 12-ci mikrorayon,5
88000,2024-11-07,131,296736,Bina evi menzil,Köhnə,4,75.0,3,var,,Sumqayıt 29-cu məhəllə,5
84000,2024-11-07,140,296734,Bina evi menzil,Yeni,11,60.0,2,var,,Sumqayıt 10-cu mikrorayon,14
95000,2024-11-07,84,296733,Bina evi menzil,Köhnə,3,57.0,2,var,,Sumqayıt 2-ci mikrorayon,5
129000,2024-11-07,135,193331,Bina evi menzil,Yeni,3,62.0,2,var,,Sumqayıt Sumqayıt Bulvarı,10
185000,2024-11-07,291,296691,Bina evi menzil,Yeni,11,107.0,3,var,,Sumqayıt 6-cı mikrorayon,13
132000,2024-11-07,186,296685,Bina evi menzil,Yeni,4,92.0,3,var,,Sumqayıt 40-cı məhəllə,16
195000,2024-11-07,102,296660,Bina evi menzil,Yeni,10,95.0,3,var,,Sumqayıt 6-cı mikrorayon,11
95000,2024-11-07,80,296634,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 45-ci məhəllə,5
78000,2024-11-07,116,296631,Bina evi menzil,Köhnə,1,62.0,2,var,,Sumqayıt 17-ci mikrorayon,5
78000,2024-11-07,79,296618,Bina evi menzil,Köhnə,1,52.0,2,var,,Sumqayıt 17-ci mikrorayon,5
85500,2024-11-07,106,217611,Bina evi menzil,Köhnə,4,65.0,3,var,,Sumqayıt 1-ci mikrorayon,5
101000,2024-11-07,109,296579,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 45-ci məhəllə,5
120000,2024-11-07,114,296578,Bina evi menzil,Yeni,8,88.0,2,var,,Sumqayıt 9-cu mikrorayon,12
76000,2024-08-08,18,296486,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 8-ci mikrorayon,5
113000,2024-11-07,140,904807,Bina evi menzil,Yeni,1,90.0,3,var,,Sumqayıt 40-cı məhəllə,16
125000,2024-11-07,172,284616,Bina evi menzil,Köhnə,5,90.0,4,var,,Sumqayıt 12-ci mikrorayon,5
132000,2024-11-07,148,260087,Bina evi menzil,Yeni,13,99.0,2,var,,Sumqayıt 16-cı məhəllə,17
65000,2024-11-07,144,162480,Bina evi menzil,Yeni,6,45.0,1,yox,,Sumqayıt 16-cı mikrorayon,17
126000,2024-11-07,73,970972,Bina evi menzil,Yeni,17,74.0,2,var,,Sumqayıt 16-cı məhəllə,17
110000,2024-11-07,120,207167,Bina evi menzil,Yeni,2,67.0,2,var,,Sumqayıt Sumqayıt Bulvarı,8
121000,2024-11-07,159,252164,Bina evi menzil,Köhnə,5,88.0,4,var,,Sumqayıt 18-ci mikrorayon,9
180000,2024-11-07,161,969704,Bina evi menzil,Yeni,4,126.0,4,var,,Sumqayıt 6-cı mikrorayon,12
122000,2024-11-07,89,150893,Bina evi menzil,Yeni,9,84.0,2,var,,Sumqayıt 17-ci məhəllə,12
144000,2024-11-07,138,201495,Bina evi menzil,Yeni,8,160.0,4,yox,,Sumqayıt 36-cı məhəllə,12
130000,2024-11-07,114,284792,Bina evi menzil,Yeni,4,92.0,3,var,,Sumqayıt 6-cı mikrorayon,13
97000,2024-11-07,193,260097,Bina evi menzil,Yeni,12,63.0,3,var,,Sumqayıt 17-ci məhəllə,16
115000,2024-11-07,79,296543,Bina evi menzil,Köhnə,2,70.0,3,var,,Sumqayıt 9-cu məhəllə,3
77000,2024-11-07,89,296542,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 10-cu mikrorayon,9
75000,2024-11-07,85,296540,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt 4-cü mikrorayon,5
83500,2024-11-07,83,296538,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 2-ci mikrorayon,5
75000,2024-11-07,139,296537,Bina evi menzil,Yeni,6,61.0,2,yox,,Sumqayıt 16-cı məhəllə,18
77000,2024-11-07,121,296523,Bina evi menzil,Köhnə,1,67.0,3,var,,Sumqayıt 10-cu mikrorayon,9
103000,2024-11-07,178,296500,Bina evi menzil,Yeni,7,52.0,2,var,,Sumqayıt Sumqayıt Bulvarı,14
40000,2024-10-07,215,296447,Bina evi menzil,Köhnə,1,40.0,1,var,,Sumqayıt St.Sumqayıt,2
60000,2024-10-07,182,296438,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
70000,2024-10-07,157,296423,Bina evi menzil,Köhnə,4,52.0,2,var,,Sumqayıt 1-ci mikrorayon,5
90000,2024-10-07,125,296417,Bina evi menzil,Yeni,2,100.0,3,yox,,Sumqayıt Sumqayıt şəh.,9
104000,2024-10-07,184,296407,Bina evi menzil,Köhnə,8,70.0,3,var,,Sumqayıt 13-cü mikrorayon,9
101000,2024-10-07,149,296396,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 45-ci məhəllə,5
118000,2024-10-07,116,245914,Bina evi menzil,Yeni,4,78.0,2,var,,Sumqayıt 6-cı mikrorayon,10
195000,2024-10-07,131,245904,Bina evi menzil,Yeni,8,119.0,3,var,,Sumqayıt 17-ci məhəllə,14
78000,2024-10-07,130,296340,Bina evi menzil,Köhnə,1,52.0,2,var,,Sumqayıt 17-ci mikrorayon,5
88500,2024-10-07,118,296338,Bina evi menzil,Köhnə,1,80.0,3,var,,,5
130000,2024-10-07,134,296330,Bina evi menzil,Köhnə,1,57.0,2,var,,Sumqayıt 1-ci məhəllə,4
78000,2024-10-07,114,296306,Bina evi menzil,Köhnə,9,58.0,2,var,,Sumqayıt 17-ci mikrorayon,9
115000,2024-10-07,84,277429,Bina evi menzil,Köhnə,2,67.0,3,var,,Sumqayıt 9-cu məhəllə,3
75000,2024-10-07,138,296268,Bina evi menzil,Köhnə,6,58.0,2,var,,Sumqayıt 9-cu mikrorayon,9
119000,2024-10-07,100,194292,Bina evi menzil,Köhnə,2,68.0,3,var,,Sumqayıt 36-cı məhəllə,5
78000,2024-10-07,96,296204,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 17-ci mikrorayon,5
67500,2024-10-07,126,296198,Bina evi menzil,Köhnə,3,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
76000,2024-10-07,104,296186,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 17-ci mikrorayon,5
40000,2024-10-07,379,296156,Bina evi menzil,Yeni,3,109.0,3,var,,Sumqayıt Sumqayıt şəh.,7
87000,2024-10-07,228,296146,Bina evi menzil,Köhnə,3,87.0,4,var,,Sumqayıt 42-ci məhəllə,5
75000,2024-10-07,150,296134,Bina evi menzil,Köhnə,6,62.0,2,var,,Sumqayıt 9-cu mikrorayon,9
75000,2024-10-07,105,296123,Bina evi menzil,Köhnə,6,57.0,2,var,,Sumqayıt 9-cu mikrorayon,9
75000,2024-10-07,105,296082,Bina evi menzil,Köhnə,6,55.0,2,var,,Sumqayıt 9-cu mikrorayon,9
130000,2024-10-07,114,271338,Bina evi menzil,Köhnə,7,90.0,4,var,,Sumqayıt 13-cü mikrorayon,9
90000,2024-10-07,124,269665,Bina evi menzil,Yeni,11,60.0,1,var,,Sumqayıt 14-cü məhəllə,16
71000,2024-10-07,88,296018,Bina evi menzil,Köhnə,5,50.0,2,var,,Sumqayıt 4-cü mikrorayon,5
78000,2024-10-07,102,295981,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 5-ci mikrorayon,5
86000,2024-10-07,111,295973,Bina evi menzil,Köhnə,2,44.0,2,var,,Sumqayıt 5-ci mikrorayon,5
96000,2024-10-07,118,291704,Bina evi menzil,Köhnə,9,85.0,4,yox,,Sumqayıt 9-cu mikrorayon,9
107000,2024-10-07,77,897053,Bina evi menzil,Köhnə,8,68.0,3,var,,Sumqayıt 12-ci mikrorayon,9
260000,2024-10-07,102,253257,Bina evi menzil,Yeni,12,200.0,4,var,,Sumqayıt 3-cü mikrorayon,13
62000,2024-10-07,199,191874,Bina evi menzil,Yeni,11,70.0,2,yox,,Sumqayıt 19-cu məhəllə,12
63000,2024-10-07,91,224558,Bina evi menzil,Köhnə,5,46.0,2,var,,Sumqayıt 8-ci mikrorayon,5
85000,2024-10-07,105,258637,Bina evi menzil,Köhnə,5,74.0,3,var,,Sumqayıt 17-ci mikrorayon,5
74000,2024-10-07,54,143239,Bina evi menzil,Köhnə,1,53.0,2,var,,Sumqayıt 10-cu mikrorayon,5
90000,2024-10-07,98,267178,Bina evi menzil,Köhnə,5,67.0,3,var,,Sumqayıt 17-ci mikrorayon,5
58500,2024-10-07,105,287209,Bina evi menzil,Köhnə,5,36.0,1,var,,Sumqayıt 10-cu mikrorayon,5
80000,2024-10-07,135,295782,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
70000,2024-10-07,97,295781,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt 1-ci mikrorayon,5
80000,2024-10-07,120,295776,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 10-cu mikrorayon,2
125000,2024-10-07,146,295773,Bina evi menzil,Yeni,4,75.0,3,var,,Sumqayıt 41-ci məhəllə,9
80000,2024-10-07,120,295769,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
165000,2024-10-07,129,207758,Bina evi menzil,Yeni,5,91.0,3,var,,Sumqayıt Sumqayıt Bulvarı,12
155000,2024-10-07,96,263706,Bina evi menzil,Yeni,2,96.0,3,var,,Sumqayıt 5-ci mikrorayon,10
105000,2024-10-07,154,295690,Bina evi menzil,Yeni,8,80.0,3,var,,Sumqayıt Sumqayıt Bulvarı,8
49000,2024-10-07,108,295654,Bina evi menzil,Köhnə,1,30.6,1,var,,Sumqayıt 8-ci mikrorayon,5
180000,2024-10-07,118,295653,Bina evi menzil,Yeni,3,126.0,3,var,,Sumqayıt 6-cı mikrorayon,12
74000,2024-10-07,88,159582,Bina evi menzil,Yeni,13,72.0,2,var,,Sumqayıt 43-cü məhəllə,13
85000,2024-10-07,60,159570,Bina evi menzil,Yeni,12,58.0,1,var,,Sumqayıt 43-cü məhəllə,12
105000,2024-10-07,117,295610,Bina evi menzil,Yeni,3,66.0,2,var,,Sumqayıt Sumqayıt Bulvarı,8
102000,2024-10-07,115,295600,Bina evi menzil,Yeni,16,85.0,2,yox,,Sumqayıt 16-cı məhəllə,19
38000,2024-10-07,333,295582,Bina evi menzil,Yeni,15,45.0,2,var,,Sumqayıt 10-cu mikrorayon,16
105000,2024-10-07,82,295580,Bina evi menzil,Yeni,3,66.0,2,var,,Sumqayıt Sumqayıt Bulvarı,8
285000,2024-10-07,102,797052,Bina evi menzil,Yeni,11,126.0,3,var,,Sumqayıt 19-cu məhəllə,16
350000,2024-10-07,147,968889,Bina evi menzil,Yeni,5,190.0,4,var,,Sumqayıt 14-cü məhəllə,16
165000,2024-10-07,66,206460,Bina evi menzil,Yeni,12,103.0,3,var,,Sumqayıt 17-ci məhəllə,12
165000,2024-10-07,104,935534,Bina evi menzil,Köhnə,3,90.0,3,var,,Sumqayıt 1-ci məhəllə,4
104000,2024-10-07,93,940186,Bina evi menzil,Köhnə,3,70.0,3,var,,Sumqayıt 11-ci mikrorayon,5
71000,2024-10-07,141,221627,Bina evi menzil,Köhnə,1,60.0,1,var,,Sumqayıt 2-ci məhəllə,4
130000,2024-10-07,74,914574,Bina evi menzil,Yeni,15,93.0,3,var,,Sumqayıt 14-cü məhəllə,15
156500,2024-10-07,95,198740,Bina evi menzil,Köhnə,3,105.0,5,var,,Sumqayıt 9-cu mikrorayon,5
91000,2024-10-07,76,229406,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 45-ci məhəllə,5
105000,2024-10-07,119,295555,Bina evi menzil,Yeni,3,66.0,2,var,,Sumqayıt Sumqayıt Bulvarı,8
81000,2024-10-07,83,261653,Bina evi menzil,Köhnə,8,57.0,2,var,,Sumqayıt 17-ci mikrorayon,9
138000,2024-10-07,87,184788,Bina evi menzil,Köhnə,4,85.0,4,var,,Sumqayıt 17-ci mikrorayon,9
195000,2024-10-07,84,223421,Bina evi menzil,Yeni,10,94.0,3,var,,Sumqayıt 6-cı mikrorayon,11
118000,2024-10-07,106,222605,Bina evi menzil,Köhnə,5,98.0,4,var,,Sumqayıt 9-cu mikrorayon,5
90000,2024-10-07,89,295480,Bina evi menzil,Köhnə,2,75.0,2,var,,Sumqayıt 21-ci məhəllə,2
71500,2024-10-07,113,295081,Bina evi menzil,Köhnə,5,47.0,2,var,,Sumqayıt 4-cü mikrorayon,5
66000,2024-10-07,100,295428,Bina evi menzil,Köhnə,5,46.0,2,var,,Sumqayıt 5-ci mikrorayon,5
85000,2024-10-07,84,295410,Bina evi menzil,Köhnə,1,57.0,2,var,,Sumqayıt 13-cü mikrorayon,9
91500,2024-10-07,183,256804,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 13-cü mikrorayon,9
54500,2024-10-07,95,257053,Bina evi menzil,Köhnə,4,34.0,1,var,,Sumqayıt 4-cü mikrorayon,5
75000,2024-10-07,90,257032,Bina evi menzil,Köhnə,5,57.0,2,var,,Sumqayıt 2-ci mikrorayon,9
125000,2024-10-07,169,250431,Bina evi menzil,Köhnə,9,100.0,4,var,,Sumqayıt 13-cü mikrorayon,9
100000,2024-10-07,91,256964,Bina evi menzil,Köhnə,9,70.0,3,var,,Sumqayıt 6-cı mikrorayon,9
54000,2024-10-07,106,260825,Bina evi menzil,Köhnə,5,33.0,1,var,,Sumqayıt 5-ci mikrorayon,5
137000,2024-10-07,89,175630,Bina evi menzil,Köhnə,4,90.0,4,var,,Sumqayıt 17-ci mikrorayon,9
89000,2024-10-07,100,295325,Bina evi menzil,Köhnə,4,55.0,2,var,,Sumqayıt 3-cü məhəllə,4
73000,2024-10-07,87,281994,Bina evi menzil,Köhnə,5,52.0,2,var,,Sumqayıt 2-ci mikrorayon,5
74000,2024-10-07,97,295300,Bina evi menzil,Köhnə,1,56.0,2,var,,Sumqayıt 9-cu mikrorayon,5
90000,2024-10-07,76,295299,Bina evi menzil,Köhnə,2,70.0,2,var,,Sumqayıt 21-ci məhəllə,2
128000,2024-10-07,140,216427,Bina evi menzil,Köhnə,4,90.0,4,var,,Sumqayıt 9-cu mikrorayon,5
85000,2024-10-07,84,295287,Bina evi menzil,Köhnə,4,52.0,2,var,,Sumqayıt 41-ci məhəllə,5
57000,2024-10-07,87,295281,Bina evi menzil,Köhnə,3,34.0,1,var,,Sumqayıt Birləşmiş məhəllə,5
82000,2024-10-07,134,295253,Bina evi menzil,Köhnə,3,50.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
80000,2024-10-07,174,295240,Bina evi menzil,Köhnə,3,48.0,2,var,,Sumqayıt 29-cu məhəllə,4
75000,2024-10-07,158,295239,Bina evi menzil,Köhnə,2,54.0,2,var,,Sumqayıt 11-ci mikrorayon,5
51000,2024-10-07,240,295226,Bina evi menzil,Yeni,6,49.0,2,yox,,Sumqayıt Sumqayıt şəh.,16
96000,2024-10-07,96,295224,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 8-ci mikrorayon,5
166400,2024-10-07,159,295206,Bina evi menzil,Yeni,6,128.0,4,var,,Sumqayıt 6-cı mikrorayon,10
77000,2024-09-07,96,295194,Bina evi menzil,Köhnə,5,60.0,2,var,,Sumqayıt 17-ci mikrorayon,5
42000,2024-09-07,231,295189,Bina evi menzil,Köhnə,3,32.0,1,var,,Sumqayıt Hacı Zeynalabdin,5
33000,2024-09-07,396,264895,Bina evi menzil,Köhnə,2,70.0,2,yox,,Sumqayıt St.Sumqayıt,2
81000,2024-09-07,271,938818,Bina evi menzil,Yeni,12,64.0,2,yox,,Sumqayıt 13-cü mikrorayon,15
105000,2024-09-07,142,276107,Bina evi menzil,Köhnə,5,68.0,3,var,,Sumqayıt 17-ci mikrorayon,5
78800,2024-09-07,170,295176,Bina evi menzil,Köhnə,4,31.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
82000,2024-09-07,186,295138,Bina evi menzil,Köhnə,4,36.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
90000,2024-09-07,146,295118,Bina evi menzil,Köhnə,1,67.0,3,var,,Sumqayıt 45-ci məhəllə,5
89000,2024-09-07,142,295106,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 18-ci mikrorayon,9
107000,2024-09-07,103,245892,Bina evi menzil,Köhnə,9,93.0,4,var,,Sumqayıt 17-ci mikrorayon,9
97000,2024-09-07,282,219425,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 9-cu mikrorayon,9
114000,2024-09-07,140,137984,Bina evi menzil,Köhnə,2,73.0,3,var,,Sumqayıt 9-cu mikrorayon,9
250000,2024-09-07,145,907089,Bina evi menzil,Yeni,10,142.0,3,var,,Sumqayıt 17-ci məhəllə,17
67000,2024-09-07,255,142738,Bina evi menzil,Yeni,6,48.0,2,var,,Sumqayıt 1-ci mikrorayon,10
120000,2024-09-07,168,295054,Bina evi menzil,Köhnə,1,85.0,4,var,,Sumqayıt 9-cu mikrorayon,9
143000,2024-09-07,132,287067,Bina evi menzil,Yeni,2,106.0,3,var,,Sumqayıt 18-ci mikrorayon,16
112000,2024-09-07,177,294999,Bina evi menzil,Köhnə,5,75.0,3,var,,Sumqayıt 12-ci mikrorayon,5
76000,2024-09-07,138,294955,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 12-ci mikrorayon,5
200000,2024-09-07,133,294920,Bina evi menzil,Yeni,11,142.0,3,var,,Sumqayıt 5-ci məhəllə,14
85000,2024-09-07,105,294860,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 41-ci məhəllə,5
200000,2024-09-07,199,294858,Bina evi menzil,Yeni,7,200.0,5,var,,Sumqayıt 15-ci məhəllə,10
166000,2024-09-07,119,294847,Bina evi menzil,Yeni,9,107.0,3,var,,Sumqayıt Sumqayıt Bulvarı,11
105000,2024-09-07,125,194877,Bina evi menzil,Yeni,3,52.0,2,yox,,Sumqayıt Sumqayıt Bulvarı,10
107500,2024-09-07,158,256078,Bina evi menzil,Köhnə,4,77.0,4,var,,Sumqayıt 17-ci mikrorayon,5
80000,2024-09-07,88,294728,Bina evi menzil,Köhnə,5,59.0,2,var,,Sumqayıt 8-ci mikrorayon,5
39000,2024-09-07,299,294678,Bina evi menzil,Yeni,14,55.0,2,var,,Sumqayıt 10-cu mikrorayon,15
114000,2024-09-07,107,236377,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 2-ci mikrorayon,5
58000,2024-09-07,157,294625,Bina evi menzil,Köhnə,3,32.0,1,var,,Sumqayıt 5-ci mikrorayon,5
85000,2024-09-07,99,225824,Bina evi menzil,Köhnə,5,57.0,2,var,,Sumqayıt 10-cu mikrorayon,9
110000,2024-09-07,217,233922,Bina evi menzil,Köhnə,4,68.0,3,var,,Sumqayıt 13-cü mikrorayon,9
76000,2024-09-07,106,194710,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 26-cı məhəllə,4
105000,2024-09-07,77,213909,Bina evi menzil,Yeni,12,75.0,2,yox,,Sumqayıt 21-ci mikrorayon,12
85000,2024-09-07,247,294531,Bina evi menzil,Köhnə,4,60.0,2,var,,Sumqayıt 13-cü mikrorayon,9
72000,2024-09-07,176,294522,Bina evi menzil,Köhnə,5,48.0,5,var,,Sumqayıt 2-ci mikrorayon,5
75000,2024-09-07,148,294515,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 11-ci mikrorayon,5
75000,2024-09-07,97,206795,Bina evi menzil,Köhnə,2,54.0,2,var,,Sumqayıt 11-ci mikrorayon,5
95000,2024-09-07,92,292570,Bina evi menzil,Köhnə,8,61.0,2,var,,Sumqayıt 18-ci mikrorayon,9
130000,2024-09-07,122,202204,Bina evi menzil,Köhnə,3,80.0,4,var,,Sumqayıt 5-ci mikrorayon,5
195000,2024-09-07,117,294452,Bina evi menzil,Yeni,14,124.0,3,var,,Sumqayıt 16-cı məhəllə,17
68000,2024-09-07,67,145799,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt Birləşmiş məhəllə,4
56500,2024-09-07,76,277499,Bina evi menzil,Köhnə,3,32.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
71000,2024-09-07,89,257878,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 12-ci mikrorayon,5
102000,2024-09-07,73,250672,Bina evi menzil,Köhnə,1,75.0,3,var,,Sumqayıt 12-ci mikrorayon,5
56000,2024-09-07,69,212351,Bina evi menzil,Köhnə,5,35.0,1,var,,Sumqayıt 41-ci məhəllə,5
139000,2024-09-07,100,166470,Bina evi menzil,Yeni,7,104.0,3,var,,Sumqayıt 10-cu mikrorayon,8
115000,2024-09-07,68,201991,Bina evi menzil,Köhnə,5,90.0,4,var,,Sumqayıt 18-ci mikrorayon,5
82000,2024-09-07,80,159641,Bina evi menzil,Köhnə,2,55.0,2,var,,Sumqayıt 9-cu mikrorayon,5
102000,2024-09-07,112,294425,Bina evi menzil,Yeni,16,85.0,2,yox,,Sumqayıt 16-cı məhəllə,19
60000,2024-09-07,322,294408,Bina evi menzil,Yeni,1,65.0,2,var,,Sumqayıt 6-cı mikrorayon,13
230000,2024-09-07,83,237535,Bina evi menzil,Yeni,9,130.0,3,var,,Sumqayıt Sumqayıt Bulvarı,11
66000,2024-09-07,154,233318,Bina evi menzil,Yeni,2,46.0,2,var,,Sumqayıt 76-cı məhəllə,8
84000,2024-09-07,97,294399,Bina evi menzil,Yeni,11,60.0,2,yox,,Sumqayıt 10-cu mikrorayon,14
95000,2024-09-07,93,293221,Bina evi menzil,Köhnə,8,61.0,3,var,,Sumqayıt 18-ci mikrorayon,9
60000,2024-09-07,131,292436,Bina evi menzil,Köhnə,1,54.0,2,var,,Sumqayıt 14-cü məhəllə,4
112000,2024-09-07,116,290631,Bina evi menzil,Köhnə,4,95.0,4,var,,Sumqayıt 10-cu mikrorayon,9
89000,2024-09-07,61,935245,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 18-ci mikrorayon,9
95000,2024-09-07,94,294333,Bina evi menzil,Köhnə,8,61.0,2,var,,Sumqayıt 18-ci mikrorayon,9
66000,2024-09-07,102,292226,Bina evi menzil,Köhnə,5,48.5,2,var,,Sumqayıt 5-ci mikrorayon,5
58000,2024-09-07,100,177329,Bina evi menzil,Köhnə,1,38.0,1,var,,Sumqayıt 11-ci mikrorayon,5
60000,2024-09-07,185,216852,Bina evi menzil,Yeni,9,40.0,2,var,,Sumqayıt 10-cu mikrorayon,16
106500,2024-09-07,113,219045,Bina evi menzil,Yeni,2,70.0,2,var,,Sumqayıt Sumqayıt Bulvarı,10
102000,2024-09-07,105,219025,Bina evi menzil,Yeni,14,52.0,2,var,,Sumqayıt 15-ci məhəllə,16
95000,2024-09-07,86,219021,Bina evi menzil,Yeni,9,47.0,2,var,,Sumqayıt 15-ci məhəllə,16
110000,2024-09-07,64,218549,Bina evi menzil,Köhnə,14,58.0,2,var,,Sumqayıt 15-ci məhəllə,16
